ID,time,day of week,day of year,latitude,longitude
25818,60900,0,81,41.809351171,-87.618691752
25816,67200,6,80,41.824933076,-87.623104662
25815,26700,6,80,41.910643177,-87.66688431
25814,69420,5,79,41.831959155,-87.620568542
25813,69960,4,78,41.884249627,-87.704443837
25811,51900,0,74,41.895773967,-87.764130796
25810,28620,6,73,41.911531291,-87.767999047
25809,17700,6,73,41.771889629,-87.613964461
25808,17700,6,73,41.771889629,-87.613964461
25807,5100,6,73,41.750548727,-87.593031862
25806,80100,5,72,41.904419476,-87.729956677
25812,12900,4,71,41.847384418,-87.693218135
25805,74580,2,69,41.852093206,-87.729641193
25803,71160,2,69,41.779691346,-87.724010936
25804,64860,2,69,41.750503234,-87.587271496
25802,53760,2,69,41.827094923,-87.62167185
25801,73680,0,67,41.894858704,-87.764396029
25799,66300,0,67,41.678038746,-87.621771684
25800,65820,0,67,41.678038746,-87.621771684
25798,55920,0,67,41.78855456,-87.623931704
25797,71700,6,66,41.744209898,-87.58506148
25928,62040,5,65,41.79841494,-87.700032005
25796,55800,5,65,41.786184976,-87.648598206
25795,7800,3,63,41.743528216,-87.632767488
25794,13860,1,61,41.767191574,-87.572664894
25793,10440,0,60,41.781874364,-87.587864899
25790,42420,6,59,41.906298225,-87.773078049
25791,18300,6,59,41.73688603,-87.666741917
25792,18180,6,59,41.73688603,-87.666741917
25789,16260,6,59,41.727992013,-87.642175432
25788,1800,6,59,41.729078381,-87.621879137
25787,42660,5,58,41.692358646,-87.623096746
25786,76560,4,57,41.778532435,-87.697030655
25785,74040,3,56,41.884830727,-87.752781167
25784,81000,2,55,41.801150088,-87.619384368
25781,76800,0,53,41.759444161,-87.596627814
12298564,42840,0,53,41.759204719,-87.653961386
25780,63480,6,52,41.83900622,-87.707668681
26111,32640,5,51,41.764106016,-87.576256836
25779,5280,5,51,41.750226609,-87.673482519
25782,41040,3,49,41.742042705,-87.672939733
25936,4800,3,49,41.695439061,-87.662589442
25777,77460,2,48,41.878458449,-87.745204753
25775,70620,1,47,41.757638586,-87.626357727
25776,67320,1,47,41.838026577,-87.647590804
25774,65460,0,46,41.771105569,-87.61804966
25773,42900,6,45,41.748737209,-87.600264583
25772,2220,6,45,41.912925057,-87.773538131
25771,75180,5,44,41.755335821,-87.658715338
25769,74400,4,43,41.880399914,-87.753008553
27355,32100,4,43,41.819556213,-87.619869654
25768,69720,2,41,41.823814476,-87.618409866
25770,59700,2,41,41.729559728,-87.651943841
25767,28740,1,40,41.894346275,-87.712619863
25763,73800,0,39,41.781534778,-87.605955453
25764,71040,0,39,41.761833522,-87.58966934
25766,43560,0,39,41.775729869,-87.672132329
25761,84720,6,38,41.754703829,-87.566292464
25762,47100,6,38,41.875559923,-87.745088126
25760,21180,5,37,41.851727741,-87.708513726
25759,78300,4,36,41.910800166,-87.745899903
25758,55080,4,36,41.767453861,-87.685761929
25756,72300,2,34,41.784001741,-87.688649725
25754,69240,1,33,41.795042969,-87.663396549
25755,57420,1,33,41.706351415,-87.642817426
25753,66060,6,31,41.764319754,-87.645601453
25752,57060,6,31,41.80829274,-87.622811656
25757,37380,5,30,41.743157477,-87.636787562
25751,27300,5,30,41.76571128,-87.67418895
25750,62460,4,29,41.874808105,-87.75811153
26062,5100,4,29,41.770020864,-87.6913338
25749,74160,3,28,41.87987407,-87.684976982
25748,45960,3,28,41.856105476,-87.627164726
25747,57360,2,27,41.830530933,-87.610277459
25745,25320,0,25,41.953610209,-87.73161785
25744,30000,6,24,41.850057698,-87.697236236
25742,6360,6,24,41.74962816,-87.665847864
25743,5100,6,24,41.705020341,-87.651075074
25746,80700,5,23,41.972643293,-87.661711479
25740,71640,5,23,41.673689531,-87.628543613
25736,78960,4,22,41.678980773,-87.619674748
25737,74520,4,22,41.774341163,-87.733626318
25738,53280,4,22,41.875817435,-87.725503785
25739,43560,4,22,41.880628389,-87.733911427
25735,84900,3,21,41.862942242,-87.707270181
25734,80880,3,21,41.783234302,-87.610867758
12274545,77700,2,20,41.803254369,-87.743035853
25733,28260,1,19,41.86371391,-87.722659484
25732,66420,0,18,41.757885272,-87.607820559
25730,84900,6,17,41.894581495,-87.721164479
25731,67680,6,17,41.92385284,-87.774151816
25729,30960,6,17,41.777558327,-87.615558249
26541,20400,6,17,41.865382052,-87.728814985
25728,4740,5,16,41.727087481,-87.587912472
25727,78720,4,15,41.731323576,-87.653207461
25726,61800,4,15,41.773396353,-87.649482106
28715,49920,4,15,41.898037714,-87.70063178
25725,64080,3,14,41.909591067,-87.748805933
25724,48960,3,14,41.906827741,-87.755880834
25723,49800,2,13,41.677371729,-87.622635597
25721,6540,1,12,41.750215226,-87.633075911
25720,43920,0,11,41.820550251,-87.699524119
25719,76020,5,9,41.877826291,-87.701117596
25718,75300,5,9,41.877826291,-87.701117596
25715,61740,5,9,41.803181616,-87.585432024
25717,59280,5,9,41.724494263,-87.643297231
25714,53040,5,9,41.805211965,-87.585789862
25712,120,4,8,41.877136581,-87.721727562
25711,57600,3,7,41.778656405,-87.684846319
25710,56220,2,6,41.912476113,-87.706815747
25709,28560,2,6,41.757720838,-87.64487292
25708,18600,2,6,41.757720838,-87.64487292
25707,69720,1,5,41.768355144,-87.619711453
25706,81600,0,4,41.791735461,-87.632921214
25705,75240,0,4,41.870831162,-87.716247283
25704,69780,0,4,41.751862382,-87.619787884
25703,77280,6,3,41.736660376,-87.54445421
25702,72540,6,3,41.771062488,-87.586270811
25701,78900,5,2,41.858213965,-87.704772409
25700,65160,4,1,41.885720773,-87.747018429
25699,13680,4,1,41.808890677,-87.616576757
25697,4380,3,366,41.895637548,-87.773784621
25696,77880,2,365,41.773405326,-87.625143469
25698,5280,2,365,41.831017261,-87.676627273
25695,69840,1,364,41.894860993,-87.764304185
25692,79860,0,363,41.742292072,-87.641172
25694,23700,0,363,41.954544066,-87.759656071
25693,16860,0,363,41.850040362,-87.670868456
25689,34560,6,362,41.797819461,-87.748700513
25690,15960,6,362,41.743793506,-87.570980728
25687,80400,5,361,41.759110016,-87.634511264
25688,75000,5,361,41.745827484,-87.602298459
25686,43260,5,361,41.793461345,-87.645135997
25684,83880,4,360,41.761832761,-87.592099464
25685,78060,4,360,41.798935876,-87.707959582
25691,64200,3,359,41.87227724,-87.720319917
25683,56100,3,359,41.891826532,-87.713029899
25682,45240,3,359,41.725266904,-87.566888138
25783,74400,1,357,41.75894258,-87.634505751
25681,49020,1,357,41.894591453,-87.719944973
26261,23460,1,357,41.775283736,-87.67138536
25680,65700,0,356,41.839313408,-87.643885291
25679,12600,0,356,41.900253905,-87.690541532
25678,5040,0,356,41.794957148,-87.667042665
25677,74040,6,355,41.697440638,-87.647409294
25675,73200,6,355,41.864860663,-87.693363237
25676,40500,6,355,41.866900866,-87.710557793
25674,57660,5,354,41.770620668,-87.58500756
25722,43200,5,354,41.907682878,-87.75621478
25673,12360,5,354,41.735873465,-87.657361909
27112,8100,5,354,41.80462016,-87.684368169
25672,55860,4,353,41.76625521,-87.574655369
25671,44460,3,352,41.964079335,-87.729519111
25670,35520,3,352,41.812596485,-87.705365334
25669,85380,2,351,41.65364899,-87.614590067
25668,69600,6,348,41.798417673,-87.618644539
25666,2520,6,348,41.810416202,-87.624490191
25667,2220,6,348,41.860183952,-87.706709735
25665,17400,4,346,41.79568265,-87.619250687
25664,22560,3,345,41.732906368,-87.610831173
25663,43800,2,344,41.745082823,-87.619606449
25660,79200,1,343,41.761152087,-87.634562414
25662,60120,1,343,41.866229701,-87.720983457
25661,31740,1,343,41.873805186,-87.694529748
25659,54060,0,342,41.711973932,-87.626023283
25658,45180,0,342,41.699769093,-87.631708344
25657,77100,6,341,41.888658818,-87.748967416
25655,61860,6,341,41.939638219,-87.754882886
25656,18540,6,341,41.897113439,-87.6597156
25653,12780,6,341,41.890842763,-87.675798158
25654,74400,5,340,41.86641507,-87.705004143
25652,49200,5,340,41.937997275,-87.70880433
25648,74400,3,338,41.798127674,-87.703687573
25647,53100,3,338,41.67910436,-87.681113542
12235682,85440,2,337,41.887663602,-87.619945993
25650,72300,2,337,41.865738518,-87.755413681
25651,72300,2,337,41.865738518,-87.755413681
25649,72300,2,337,41.865738518,-87.755413681
25645,11100,0,335,41.871520566,-87.625930316
25644,65520,6,334,41.691665138,-87.671979744
25643,17520,6,334,41.752212906,-87.611322009
25646,13920,6,334,41.880924861,-87.757527885
25642,5400,6,334,41.843311381,-87.641533952
25640,51960,5,333,41.731108662,-87.551281448
25641,23640,5,333,41.844534868,-87.703460313
25639,73380,4,332,41.877107832,-87.724063179
25638,60660,4,332,41.886493289,-87.700242574
25635,17160,4,332,41.895420644,-87.720539406
25634,11700,4,332,41.769491841,-87.689484191
25636,3540,4,332,41.750366286,-87.66300375
25637,11040,3,331,41.89778758,-87.715168733
25633,19140,1,329,41.747522203,-87.578338939
25632,2940,1,329,41.751452878,-87.624567581
25631,720,1,329,41.880238942,-87.76527117
25627,61500,0,328,41.763335387,-87.61523662
25630,52980,0,328,41.873627443,-87.735948562
25629,14100,6,327,41.710837185,-87.603976896
25626,82440,5,326,41.751125394,-87.546827767
25625,70080,5,326,41.671544991,-87.633285016
25628,38280,5,326,41.883299637,-87.768225952
25624,75300,4,325,41.744008135,-87.566119307
25623,62220,4,325,41.780145233,-87.631841116
25622,60300,2,323,41.875002927,-87.720440743
25621,86280,0,321,41.852449912,-87.659094296
25620,50520,5,319,41.924465814,-87.7283384
25619,43680,5,319,41.745534109,-87.598897554
25618,75600,4,318,41.88023916,-87.765315233
25617,59100,4,318,41.786456541,-87.629058932
25614,86100,3,317,41.779304087,-87.67472071
25615,83160,3,317,41.688273899,-87.638617386
25613,79020,3,317,41.778567563,-87.730514586
25612,8640,3,317,41.863472736,-87.710455229
25611,66300,2,316,41.863472736,-87.710455229
25610,44640,2,316,41.721005667,-87.643202686
25609,84060,1,315,41.876196319,-87.723983712
25608,67800,0,314,42.00445423,-87.666932652
25606,64200,0,314,41.902738881,-87.718364581
25607,64200,0,314,41.902738881,-87.718364581
25616,9720,0,314,41.875806202,-87.750872705
25605,8700,0,314,41.784271981,-87.740346369
25716,2700,0,314,41.758120026,-87.57490513
25602,67140,6,313,41.751583011,-87.650127802
25601,48120,6,313,41.761848394,-87.702741177
25604,6600,6,313,41.8804407,-87.749684919
25603,70800,5,312,41.899437761,-87.762518782
25600,66000,5,312,42.016113932,-87.687517771
25598,14820,5,312,41.763455518,-87.573332145
25599,7980,5,312,41.892831474,-87.773485904
25597,10680,4,311,41.888335787,-87.752911026
25595,10440,4,311,41.772171112,-87.665592205
25596,8520,4,311,41.769591156,-87.671227605
25594,71280,3,310,41.755554244,-87.653867946
25591,66060,3,310,41.768848052,-87.643804533
12213097,37500,3,310,41.866672427,-87.651033178
25593,13080,3,310,41.945911152,-87.722493226
25592,58020,2,309,41.85836391,-87.666164631
25590,41040,2,309,41.893844693,-87.770799522
25589,25200,2,309,41.880359783,-87.755935589
25588,54000,1,308,41.87342332,-87.735219792
25587,48780,1,308,41.870828951,-87.716346436
25586,74160,0,307,41.876581037,-87.745137513
25583,80040,5,305,41.893682861,-87.710720066
25584,77400,5,305,41.86438533,-87.721970252
25585,75840,5,305,41.771683937,-87.571002493
25582,33240,5,305,41.79005429,-87.655982593
25581,79740,4,304,41.682864732,-87.668767778
25580,68520,3,303,41.895444899,-87.71789096
25579,52860,3,303,41.95671059,-87.652882438
25578,31560,3,303,41.761782474,-87.564815341
25577,29640,3,303,41.753567171,-87.564572519
12206077,480,3,303,41.750657714,-87.614956494
25576,66720,2,302,41.748404997,-87.626964756
25575,22380,2,302,41.811512827,-87.655221014
25574,8040,1,301,41.673478011,-87.621829238
25572,76500,6,299,41.729393024,-87.660444906
25573,69900,6,299,41.854550802,-87.712417497
25570,84300,5,298,41.897974664,-87.718836374
25568,75120,5,298,41.809916904,-87.629873094
25567,61260,5,298,41.686544262,-87.61440711
25571,12120,5,298,41.905231197,-87.725166092
25566,64380,3,296,41.694954571,-87.62796366
25565,45120,3,296,41.75772549,-87.609028176
25564,56940,2,295,41.811234791,-87.668689739
25562,49260,0,293,41.765651252,-87.624909847
25560,77160,6,292,41.88492126,-87.701315736
25563,66540,6,292,41.888657457,-87.7492392
25557,59940,6,292,41.89831824,-87.705242471
25559,22800,6,292,41.757097528,-87.642984742
25556,55620,5,291,41.859844244,-87.716448371
25558,49860,5,291,41.721550479,-87.573404895
25555,18780,5,291,41.895420644,-87.720539406
25554,2700,5,291,41.748629642,-87.601471454
25553,1200,5,291,41.938191875,-87.793745249
25552,83940,4,290,41.862830527,-87.717058439
25549,17760,4,290,41.780725036,-87.661818721
25548,70080,3,289,41.680465342,-87.617890221
25551,60840,3,289,41.886560206,-87.716062887
25547,52740,3,289,41.826099916,-87.684907104
25561,41220,3,289,41.766873316,-87.566484757
25546,3960,3,289,41.818572848,-87.608328247
25550,52440,2,288,41.788576831,-87.663764559
25545,48960,2,288,41.790447217,-87.660268809
25544,62640,1,287,41.89810642,-87.718842458
25542,4020,1,287,41.721550479,-87.573404895
25541,83580,0,286,41.907338322,-87.7102384
25540,72000,0,286,41.922355139,-87.658358835
25538,19800,0,286,41.736886394,-87.624170849
25537,56460,6,285,41.852829615,-87.633569125
12190348,15600,6,285,41.80663257,-87.716397921
25535,69540,5,284,41.878486473,-87.730498121
25533,13380,5,284,41.878717176,-87.738427509
25534,12480,5,284,41.882123956,-87.706153898
25531,86100,4,283,41.697295713,-87.614712135
25539,45000,4,283,41.841112189,-87.635917069
25530,75600,3,282,41.871112926,-87.748055152
25529,78780,2,281,41.706388821,-87.533475307
25528,6360,2,281,41.772387484,-87.590002019
25527,51540,1,280,41.750992242,-87.589468327
25525,76380,0,279,41.756714109,-87.586085395
25524,56640,0,279,41.969252369,-87.71461065
25526,50280,0,279,41.904129601,-87.749799834
25523,47940,0,279,41.679080457,-87.639539915
25522,82740,6,278,41.866286618,-87.715725607
25521,63780,6,278,41.688120176,-87.63138461
25518,79500,4,276,41.781000384,-87.689299416
25517,65820,4,276,41.773200429,-87.680912685
25516,65160,4,276,41.880713928,-87.726683874
25515,80280,3,275,41.877519174,-87.725561099
25514,10920,3,275,41.761360311,-87.657908181
25512,46500,2,274,41.791625396,-87.669380069
25513,43800,2,274,41.884804156,-87.765025079
25511,60420,1,273,41.889058597,-87.723464848
25510,45840,1,273,41.886032227,-87.756497813
25509,11340,1,273,41.878860042,-87.726396631
25507,11340,1,273,41.772363591,-87.585053288
25506,51720,0,272,41.767537472,-87.571440144
25504,4740,0,272,41.762376533,-87.590462119
25503,85140,6,271,41.892395756,-87.70768047
25502,69540,6,271,41.782501939,-87.660641563
25505,62820,6,271,41.778099133,-87.633828531
25496,3900,6,271,41.682090833,-87.616704418
25501,1800,6,271,41.94345324,-87.693930558
25498,41760,5,270,41.884828707,-87.754011429
25499,35400,5,270,41.886401307,-87.707492907
25497,18360,5,270,41.884747682,-87.75645061
25495,15720,5,270,41.76718729,-87.58792132
25494,83820,4,269,41.72324334,-87.612968816
25493,14760,4,269,41.799415199,-87.633123655
25492,5820,4,269,41.750374187,-87.662006873
25491,480,3,268,41.752419463,-87.584427413
25488,60420,2,267,41.744635441,-87.619596746
25490,56700,2,267,41.865201896,-87.733710449
25489,40260,2,267,41.928337853,-87.691431952
25519,78660,1,266,41.707091837,-87.629160391
25487,39480,1,266,41.883208624,-87.686489297
25486,2460,1,266,41.873348789,-87.70833991
25481,37920,0,265,41.866181995,-87.72439822
25485,12720,0,265,41.998582381,-87.683813832
25484,8820,0,265,41.972598895,-87.714350264
25483,8400,0,265,41.939168558,-87.787304913
25482,48780,6,264,41.768270151,-87.687443611
25479,12000,6,264,41.751100797,-87.58505475
25480,4440,6,264,41.769301757,-87.682051919
25478,61320,5,263,41.865669877,-87.721499106
25477,79200,4,262,41.889013548,-87.768862373
25476,63480,4,262,41.741944792,-87.553942091
25474,4440,3,261,41.77464798,-87.781143133
25473,68040,2,260,41.968338342,-87.719171817
25472,85620,1,259,41.806172326,-87.669765401
25471,83880,1,259,41.76013186,-87.558087344
25470,68280,1,259,42.007913834,-87.665847907
25469,76860,0,258,41.971988645,-87.718754305
25468,21900,0,258,41.895614042,-87.701037693
25467,3300,0,258,41.967164275,-87.661908762
25463,720,0,258,41.759776965,-87.606655704
25466,0,0,258,41.884957307,-87.725791743
25465,65820,6,257,41.677310769,-87.623873529
25464,60480,6,257,41.782707791,-87.660646744
25475,58260,6,257,41.973308003,-87.655280009
25462,1020,6,257,41.783104769,-87.612090172
25461,84480,5,256,41.701863205,-87.542561687
25460,83880,5,256,41.889763017,-87.763365161
25459,53160,5,256,41.779188117,-87.682784152
25458,11640,5,256,41.895682989,-87.652616066
25457,11340,5,256,41.883310937,-87.763293978
25456,11040,5,256,41.883310937,-87.763293978
25455,1500,5,256,41.780401475,-87.675142115
25454,75000,3,254,41.90372293,-87.7337175
25451,70020,1,252,41.76978405,-87.659095518
25452,34080,1,252,41.751539633,-87.661855469
25449,68880,0,251,41.903944085,-87.719480769
25447,68640,0,251,41.742221848,-87.580680175
25448,66480,0,251,41.808677227,-87.643113485
25450,49260,0,251,41.749072474,-87.557700049
25446,77220,6,250,41.822245225,-87.690948128
25445,35700,6,250,41.906797102,-87.671861659
25442,33360,6,250,41.754153586,-87.553449904
25444,14400,6,250,41.864278228,-87.659660218
25443,10620,6,250,41.884533356,-87.680056674
25440,6060,6,250,41.782763043,-87.650937196
25500,62220,5,249,41.736700905,-87.667945593
27111,5520,5,249,41.798089236,-87.703684282
25439,85560,4,248,41.714279197,-87.573164579
25438,4860,4,248,41.899245889,-87.758164082
25437,60,4,248,41.975254247,-87.656778193
25433,79080,3,247,41.823476825,-87.705735981
25436,78000,3,247,41.758045911,-87.574902338
25435,75000,3,247,41.876949072,-87.736685059
25441,36000,3,247,41.752100288,-87.641638343
25432,73980,2,246,41.912837014,-87.694618314
25431,57000,2,246,41.682518024,-87.655453234
25429,17340,1,245,41.771360651,-87.657927921
25428,84240,0,244,41.87086201,-87.714330429
25427,49320,0,244,41.856323781,-87.705385576
25426,43620,6,243,41.68242634,-87.680864007
25425,20880,6,243,41.735948952,-87.652484512
25424,13800,6,243,41.793891658,-87.648259484
25423,8280,6,243,41.741442487,-87.551504165
25422,74640,5,242,41.780693179,-87.654530226
25421,55680,5,242,41.791859388,-87.643880667
25418,1380,5,242,41.733926594,-87.603778019
25419,77040,4,241,41.89765683,-87.726152565
25416,72240,4,241,41.803361324,-87.648576736
25417,70800,4,241,41.965541117,-87.734590597
25414,28140,4,241,41.863461379,-87.652374244
25415,20040,4,241,41.749366177,-87.5552742
25411,120,4,241,41.704164704,-87.637897044
25413,78780,3,240,41.88255688,-87.730628784
25412,75960,3,240,41.745829715,-87.659679668
25410,45840,3,240,41.783315787,-87.607251618
25420,84300,2,239,41.655208552,-87.605120805
25409,78960,2,239,41.760521351,-87.681807173
25408,76740,2,239,41.759846025,-87.637765328
25407,66240,2,239,41.833532944,-87.685180682
25406,64800,1,238,41.882752232,-87.77187732
26639,44400,1,238,41.765444001,-87.626906181
25405,25560,6,236,41.855727061,-87.726083148
25404,31320,5,235,41.845592238,-87.711164533
25403,24420,5,235,41.882653425,-87.771874513
25401,8280,5,235,41.740514279,-87.54538536
25402,4500,5,235,41.895357718,-87.759344937
25400,79260,3,233,41.891173111,-87.758320983
25399,61980,3,233,41.771996408,-87.680074393
25398,52020,1,231,41.724494263,-87.643297231
25397,6900,1,231,41.857034887,-87.725340291
25396,1740,1,231,41.912218383,-87.764319045
25395,11160,0,230,41.847074361,-87.711205225
25393,49800,6,229,41.813626387,-87.701008346
25392,19680,6,229,41.939205595,-87.718113566
25391,80880,5,228,41.872682495,-87.714015459
25389,84420,4,227,41.693162097,-87.651075913
25390,76260,4,227,41.681961586,-87.644487655
25387,4080,4,227,41.734830768,-87.545777246
25386,1980,4,227,41.696827166,-87.649001304
25385,85800,3,226,41.758120026,-87.57490513
25388,63660,3,226,41.733810054,-87.611396253
25383,68580,1,224,41.89294506,-87.762554558
25382,81840,0,223,41.890071385,-87.627672183
25380,10200,0,223,41.754550259,-87.601653411
25381,81060,6,222,41.747643677,-87.603509135
25378,41580,6,222,41.734366796,-87.597496998
25379,12840,6,222,41.771259454,-87.687091027
25376,14520,5,221,41.919471104,-87.767036103
25377,13980,5,221,41.77775125,-87.657314601
25373,10080,4,220,42.014573171,-87.690223307
25375,7200,4,220,41.684231406,-87.657939326
25374,7200,4,220,41.786087136,-87.64737823
25371,28800,3,219,41.761857773,-87.586216316
25372,60,3,219,41.744226478,-87.643855503
25370,61560,1,217,41.900777694,-87.62650376
25368,46500,6,215,41.777137626,-87.645937466
25369,23940,6,215,41.994277111,-87.679045937
25366,22860,6,215,41.848953793,-87.732261952
25367,22860,6,215,41.848953793,-87.732261952
25364,52500,5,214,41.747528541,-87.573472386
25365,28440,5,214,41.754920763,-87.565080452
25363,20340,5,214,41.782078079,-87.7020077
25362,13080,5,214,41.883198401,-87.739461917
25361,4620,5,214,41.88359069,-87.749065012
25360,2820,5,214,41.793841661,-87.62020258
25359,71940,4,213,41.898846701,-87.641985392
25357,58800,2,211,41.747528541,-87.573472386
25356,57840,2,211,41.777838294,-87.615566126
12119189,28980,1,210,41.856044402,-87.710523643
25355,16860,1,210,41.874189322,-87.738458484
25354,14160,1,210,41.869565495,-87.743292654
25353,67800,0,209,41.726591198,-87.606399702
25352,7140,0,209,41.737547633,-87.604847215
25350,62400,6,208,41.819189282,-87.627104546
25351,48900,6,208,41.886818932,-87.726504928
25349,7320,5,207,41.75540448,-87.551356727
25347,9060,4,206,41.897373941,-87.748311296
25348,6780,4,206,41.954075613,-87.747318796
25345,85200,3,205,41.675365264,-87.617273188
25346,84780,3,205,41.675365264,-87.617273188
25344,42840,3,205,41.875291694,-87.723650826
25342,1260,3,205,41.773294408,-87.590204175
25343,53760,2,204,41.940419827,-87.765226189
25341,3540,2,204,41.673548279,-87.616795523
25338,83700,1,203,41.671647143,-87.64657781
25339,71100,1,203,41.888060953,-87.681724797
25337,48780,1,203,41.776227084,-87.604618626
25340,44640,1,203,41.878030124,-87.721524427
25336,4140,1,203,41.654094008,-87.606801963
25335,82560,0,202,41.87579351,-87.723062233
25334,72120,0,202,41.865585015,-87.697787226
25333,65880,0,202,41.857655711,-87.676608095
25331,1380,0,202,41.687366059,-87.648307118
25332,960,0,202,41.687366059,-87.648307118
25329,84720,6,201,41.745285231,-87.605067562
12110972,60300,6,201,41.79816307,-87.74291021
25330,44520,6,201,41.87749995,-87.760253841
25328,11580,6,201,41.851761023,-87.705558672
25327,11280,6,201,41.888523255,-87.627164044
25326,26520,5,200,41.89182683,-87.713084988
25325,14460,5,200,41.858071146,-87.729819907
25324,13380,5,200,41.848312173,-87.69177748
25323,3900,5,200,41.888659061,-87.749015157
25321,86340,4,199,41.748458232,-87.605159961
25322,79980,4,199,41.744942862,-87.602579658
25320,57660,4,199,41.753199675,-87.65017296
25319,11700,4,199,41.69994781,-87.617963597
25314,77040,3,198,41.763769311,-87.595793934
25317,76020,3,198,41.778658948,-87.648399635
25315,72660,3,198,41.819531596,-87.704420779
25318,59160,3,198,41.860129225,-87.712804048
25316,51600,3,198,41.779234929,-87.68524012
25313,6120,3,198,41.768106543,-87.646920983
25311,58260,2,197,41.767960994,-87.656618275
25312,56460,2,197,41.767960994,-87.656618275
25310,82140,1,196,41.846247306,-87.711521531
25309,48120,1,196,41.759370775,-87.634519431
25307,84060,0,195,41.74828207,-87.6342366
25308,72480,0,195,41.840033109,-87.729299505
25306,40260,0,195,41.794291682,-87.625966072
25305,7320,0,195,41.772339842,-87.611800196
25304,2940,0,195,41.860253255,-87.710369003
25303,86040,6,194,41.765356327,-87.673547448
25302,79800,6,194,41.773402849,-87.643682432
25301,20700,6,194,41.76477897,-87.676236515
25300,4320,6,194,41.901729455,-87.718962001
25298,80280,5,193,41.748618411,-87.595425023
25297,75120,5,193,41.768126764,-87.655410518
25299,58800,5,193,41.93290005,-87.681433987
25296,8340,5,193,41.873844864,-87.763062329
25295,6300,5,193,41.888347284,-87.667061014
25294,4860,5,193,41.766310455,-87.615276756
25290,69420,4,192,41.831439499,-87.667978067
25292,63420,4,192,41.716712572,-87.561103723
25291,45900,4,192,41.692378887,-87.621046145
25293,41040,4,192,41.904464096,-87.726966035
25286,40020,4,192,41.985999837,-87.655266727
25289,21960,4,192,41.794734948,-87.690170419
25288,79680,3,191,41.913987651,-87.731339855
25287,57960,3,191,41.874574905,-87.754845736
25285,34200,3,191,41.868043292,-87.624099912
25284,19740,3,191,41.87196963,-87.744930121
25282,45900,2,190,41.819531596,-87.704420779
25279,45660,1,189,41.817576519,-87.618372864
25280,42180,1,189,41.753301733,-87.661899406
25278,35400,1,189,41.65485777,-87.594875167
25277,19320,1,189,41.969156817,-87.718277748
25276,17460,1,189,41.690917943,-87.612967116
25274,83700,0,188,41.862377709,-87.717055445
25275,70140,0,188,41.769793473,-87.648164031
25273,69180,0,188,41.758486297,-87.562725225
25272,68100,0,188,41.874748699,-87.74262445
25271,9720,0,188,41.869603434,-87.719636865
25270,48120,6,187,41.906463081,-87.650429648
25267,9720,6,187,41.738124069,-87.64218405
25269,5700,6,187,41.860330052,-87.716462056
25266,4980,6,187,41.655830545,-87.595928916
25259,4320,6,187,41.782351338,-87.650926895
25260,360,6,187,41.782351338,-87.650926895
25261,86220,5,186,41.782351338,-87.650926895
25263,86220,5,186,41.782351338,-87.650926895
25264,85080,5,186,41.743758645,-87.562465304
25268,78960,5,186,41.84422802,-87.726492837
25265,73620,5,186,41.883430189,-87.756400033
25262,72720,5,186,41.760045188,-87.558256988
25257,27900,5,186,41.776722357,-87.676272259
25258,20100,5,186,41.837954218,-87.608109527
25256,9300,5,186,41.772972076,-87.644610871
25254,52740,4,185,41.789848438,-87.655977427
25253,84180,3,184,41.893181298,-87.74466202
25252,79260,3,184,41.842374565,-87.727328747
25251,64860,3,184,41.735750871,-87.603669441
25255,55260,3,184,41.837406177,-87.613473395
25250,51900,3,184,41.823626536,-87.632892939
25249,85140,2,183,41.702219414,-87.565136847
25246,9000,2,183,41.653409417,-87.604870291
25248,56940,1,182,41.84422802,-87.726492837
25247,63900,0,181,41.865929482,-87.700034311
25244,39840,0,181,41.99233654,-87.782476935
25243,8520,0,181,41.813011456,-87.700471492
25242,4260,0,181,41.897851784,-87.71639126
25241,3960,0,181,41.797700881,-87.617676981
25240,84600,6,180,41.884534799,-87.738391905
25237,75240,6,180,41.673738001,-87.620384204
25239,43200,6,180,41.845766385,-87.703840937
25235,28260,6,180,41.745910678,-87.553996731
25238,26940,6,180,42.00910309,-87.666968761
25236,15180,6,180,41.904483983,-87.773016767
25233,8700,6,180,41.919138213,-87.714749604
25234,420,6,180,41.837406177,-87.613473395
25229,66360,5,179,41.756419349,-87.565110225
25227,62940,5,179,41.812820409,-87.704159961
25226,54120,5,179,41.782279374,-87.644844932
25232,42720,5,179,41.901821751,-87.717748914
25231,40020,5,179,41.86388134,-87.722665233
25225,24960,5,179,41.790550302,-87.653076796
25224,65880,4,178,41.884830727,-87.752781167
25223,71340,3,177,41.742386338,-87.648660675
25222,43140,3,177,41.899135115,-87.713153852
25543,10800,3,177,41.765141254,-87.64851777
25221,24600,2,176,41.840301624,-87.712239664
25220,19080,2,176,41.748246374,-87.634233322
25219,13380,2,176,41.78764946,-87.688748852
25218,64080,1,175,41.792991176,-87.616713585
25430,12840,1,175,41.740221151,-87.555124454
25212,48360,0,174,41.736700905,-87.667945593
25213,46860,0,174,41.736700905,-87.667945593
25216,27120,0,174,41.861359279,-87.694400341
25217,19260,0,174,41.873510659,-87.720554136
25214,17100,0,174,41.878938232,-87.693777272
25215,2640,0,174,41.894077626,-87.744459126
25211,84360,6,173,41.793129208,-87.692566435
25208,72720,6,173,41.994762542,-87.708043656
