ID,time,day of week,day of year,latitude,longitude
22153,77220,4,296,41.909460808,-87.758884298
22387,56520,4,296,41.756172866,-87.612622686
22407,50460,4,296,41.735809083,-87.622588924
22152,77220,0,292,41.876581037,-87.745137513
22162,60,0,292,41.90766552,-87.757677059
22151,59160,6,291,41.751290535,-87.669521034
22150,7620,6,291,41.701329334,-87.61726351
22149,29520,4,289,41.78464489,-87.652200564
22148,5700,4,289,41.745021199,-87.606276125
22147,84480,2,287,41.716697233,-87.645516037
22146,63780,2,287,41.75394283,-87.619830809
22144,78600,1,286,41.744277684,-87.625646863
22143,11100,0,285,41.874077392,-87.674225948
22142,19800,6,284,41.795652442,-87.619247355
22140,15120,5,283,41.888924116,-87.723462455
22139,12000,5,283,41.90091387,-87.752066146
22138,48300,4,282,41.874032452,-87.747984456
22137,75120,3,281,41.894742268,-87.773087231
22136,62280,2,280,41.782379646,-87.688610976
22134,74760,1,279,41.884589375,-87.733584288
22141,65940,1,279,41.796569265,-87.698762946
22133,73080,6,277,41.76978405,-87.659095518
22131,79740,3,274,41.90630026,-87.759595922
22132,74100,3,274,41.917336417,-87.712422847
22130,54600,2,273,41.908928255,-87.725274277
22129,51120,2,273,41.698878276,-87.634138449
22128,53760,1,272,41.763935813,-87.564676016
22127,12900,1,272,41.818159764,-87.635568188
22125,6300,1,272,41.818159764,-87.635568188
22126,3900,1,272,41.818159764,-87.635568188
22122,72600,0,271,41.797127818,-87.652523151
22123,72480,0,271,41.797127818,-87.652523151
22124,40620,0,271,41.883191631,-87.706183852
22121,55140,6,270,41.718671544,-87.64800406
22120,52920,6,270,41.866194233,-87.723601432
22119,21180,6,270,41.857987652,-87.65440722
22117,45900,5,269,41.809518699,-87.607333603
22220,0,5,269,41.883730659,-87.749067409
22990,57000,4,268,41.786423093,-87.722975512
22116,35700,4,268,41.673263009,-87.657596463
22115,58380,3,267,41.838795341,-87.623263328
22113,360,3,267,41.727049838,-87.596115157
22114,67920,2,266,41.873843195,-87.763278976
22112,58740,1,265,41.726255791,-87.604571828
22111,69120,0,264,41.903964862,-87.764550294
22110,81360,6,263,41.709982123,-87.615054293
22109,79560,6,263,41.872707718,-87.712080245
22108,76560,6,263,41.909880981,-87.765566855
22107,39900,6,263,41.740432213,-87.666833487
22105,25440,6,263,41.680740148,-87.626376407
22106,16080,6,263,41.788446509,-87.629117823
22104,72060,5,262,41.814627001,-87.598890085
22103,67620,5,262,41.903065053,-87.731236756
22102,39300,5,262,41.848050533,-87.713089622
